macrepo	typeOfResource_Text	note_Text	identifier_Text	Attributes_xmlns	Attributes_xmlns_colon_mods	Attributes_xmlns_colon_xlink	Attributes_xmlns_colon_xsi	titleInfo_title_Text	originInfo_dateCreated_Text	originInfo_dateOther_Text	language_languageTerm_Text	physicalDescription_form_Text	physicalDescription_extent_Text	physicalDescription_note_Text	subject_geographic_Text	identifier_Attributes_type	subject_geographic_2_Text	originInfo_place_placeTerm_Text	language_languageTerm_Attributes_authority	language_languageTerm_Attributes_type	physicalDescription_form_Attributes_authority	subject_hierarchicalGeographic_continent_Text	subject_hierarchicalGeographic_country_Text	subject_hierarchicalGeographic_province_Text	subject_hierarchicalGeographic_region_Text	subject_hierarchicalGeographic_county_Text	subject_hierarchicalGeographic_city_Text	subject_hierarchicalGeographic_citySection_Text	subject_hierarchicalGeographic_area_Text	originInfo_place_placeTerm_Attributes_type	name_namePart_Text	name_Attributes_type	originInfo_publisher_Text	originInfo_place_2_placeTerm_Text	originInfo_place_placeTerm_Attributes_authority	originInfo_place_2_placeTerm_Attributes_type	titleInfo_subTitle_Text	name_role_roleTerm_Text	name_role_roleTerm_Attributes_authority	name_role_roleTerm_Attributes_type	genre_Text	abstract_Text	genre_Attributes_authority	subject_topic_Text	subject_temporal_Text	subject_cartographics_coordinates_Text		subject_geographic_3_Text			name_2_namePart_Text	name_2_Attributes_type	name_2_role_roleTerm_Text	name_2_role_roleTerm_Attributes_authority	name_2_role_roleTerm_Attributes_type						language_Text		originInfo_place_Text	language_2_languageTerm_Text	originInfo_place_2_Text	language_2_languageTerm_Attributes_authority	language_2_languageTerm_Attributes_type	originInfo_place_3_placeTerm_Text	originInfo_place_3_placeTerm_Attributes_type						originInfo_place_4_placeTerm_Text	originInfo_place_3_placeTerm_Attributes_authority	originInfo_place_4_placeTerm_Attributes_type	citation	thumbnail_link	archive_link
74679	cartographic	"10 feet=one Inch. Street appearing on the map include Market Street, York Street [now York Boulevard], and MacNab Street. An allotment of property on the map reads, ""Archibald MacNab"". [Archibald MacNab, a chief, was an infamous relative of Sir Allen MacNab (Bailey, Dictionary of Hamilton Biography, 1912]. At this time in history, the streets Market Street and York Street extended all the way to MacNab Street. Today, MacNab Street only extends to York Street. Along left edge of map, ""No 26 Drawer 5"". Map is signed by Blyth and dated, ""Hamilton Janry 4th 1849""."	RMC_7681	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	Sketch of survey of property in the City of Hamilton	1849-01-04	1849	eng	map	[1:120]	1 map ; 42 x 54 cm. Map lined with archival paper on verso.	Hamilton (Ont.)	local		"Hamilton, Ont."	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton			text	"Blyth, Thomas Allen"	personal	[Publisher unknown]					Surveyor	marcrelator	text																																						"Blyth, Thomas Allen. Sketch of survey of property in the City of Hamilton. [1:120]. Hamilton, Ont.: [Publisher unknown], 1849."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A74679/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A74679
74680	cartographic	"Scale, 50 Feet to 1 Inch. ""Surveyed by T.A. Blyth, P.L.S."" Streets appearing on map include Wilson Street, East Market Street [now King William Street], King Street, Emerald Street, Tisdale Street, and Steven Street. ""Book 2, Plan 15"" is handwritten in the upper left edge. ""R.R. Smiley Esqre"" is written on a piece of property in the bottom left corner. ""This Property will be sold by auction"" is stamped in red in the top right corner."	RMC_7688	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"Plan of lots in the City of Hamilton, the property of V.H. Tisdale, Esq."	1854	1854	eng	map	[1:600]	1 map : colour ; 82 x 56 cm. Map lined with archival paper on verso.	Hamilton (Ont.)	local		"Toronto, Ont."	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton			text	"Blyth, Thomas Allen"	personal	Maclear & Co. Lith.					Surveyor	marcrelator	text											Maclear & Co.	corporate																										"Blyth, Thomas Allen. Plan of lots in the City of Hamilton, the property of V.H. Tisdale, Esq.. [1:600]. Toronto, Ont.: Maclear & Co. Lith., 1854."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A74680/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A74680
74681	cartographic	"Manuscript map.  Signed, ""Thos. Allen Blyth P.L.S. Hamilton June 30th 1855"".  ""Scale 10 ft. to an Inch.""  North arrow is oriented down.  ""The property of D. McInnes Esqr"" is written below the title in pencil. Streets appearing on the map include John Street, and King Street.   ""No 86, drawer 3"" is handwritten along left edge."	RMC_7690	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	Sketch of lot no 9 and part of lot no. 10 south of King St. in Hamilton	1855-06-30	1855	eng	map	[1:120]	1 map ; sheet 59 x 47 cm. Map lined with archival paper on verso.	Hamilton (Ont.)	local		"Hamilton, Ont."	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton			text	"Blyth, Thomas Allen"	personal	[Publisher unknown]																																													"Blyth, Thomas Allen. Sketch of lot no 9 and part of lot no. 10 south of King St. in Hamilton. [1:120]. Hamilton, Ont.: [Publisher unknown], 1855."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A74681/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A74681
74686	cartographic	"Manuscript map.  Cartographer unknown.  ""Top of Mountain"" is written at the top of the sheet. Map is oriented with the north arrow pointing down. Streets appearing on the map include Main Street, Emerald Street, and Clarke Street [now Stinson Street]. There is a surveyed line delineated east of Emerald Street."	RMC_7691	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"[Map of Hamilton, showing Main Street and Emerald Street]"	1820	[between 1840 and 1860?]	eng	map	Scale not given	1 map ; sheet 48 x 34 cm. Map lined with archival paper on verso.	Hamilton (Ont.)	local		"[Hamilton, Ont.]"	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton			text	[Author unknown]		[Publisher unknown]																																													"[Author unknown]. [Map of Hamilton, showing Main Street and Emerald Street]. Scale not given. [Hamilton, Ont.]: [Publisher unknown], [between 1840 and 1860?]."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A74686/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A74686
74688	cartographic	"Cartographer uncertain, likely Thomas Allen Blyth. Today, the area is approximately between King Street and Norwood Road, and Longwood Road and Macklin Street. Shows toll gate located along King Street."	RMC_7695	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	[West limits of the City of Hamilton around Paradise Street]	1850	[between 1850 and 1870?]	eng	map	Scale not given	"1 map ; 71 x 60 cm, on sheet 73 x 66 cm. Map lined with archival paper on verso. Large tear running from the lower edge to the middle of the sheet. Upper left corner of sheet lacking."	Hamilton (Ont.)	local		[Place of publication unknown]	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton				"Blyth, Thomas Allen"	personal	[Publisher unknown]																																													"Blyth, Thomas Allen. [West limits of the City of Hamilton around Paradise Street]. Scale not given. [Place of publication unknown]: [Publisher unknown], [between 1850 and 1870?]."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A74688/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A74688
74689	cartographic	"Streets appearing on map include James Street, Hughson Street, John Street, Catharine Street, Mary Street, Burlington Street, Wood Street, Warren Street [now Macaulay Street], Hannah Street [now Picton Street], Wilcox Street [now Ferrie Street], and Union Street [now Simcoe Street], Strachan Street, Stinson Street [now Murray Street], and Barton Street. Hughson Street was named after Nathaniel Hughson, who named several streets on his property after family members, including James Street, after his son James Hughson, who was a road builder (Bailey, Dictionary of Hamilton Biography, p. 106)."	RMC_7679	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"[Map of Hamilton, bounded by Burlington, Barton, Mary and James Street]"	18--	[18--?]	eng	map	Scale not given	1 map ; 66 x 52 cm. Map lined with archival paper on verso. Map sheet is very damaged and street names are barely legible.	Hamilton (Ont.)	local		"Hamilton, Ont."	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton			text	[Author unknown]		[Publisher unknown]																																													"[Author unknown]. [Map of Hamilton, bounded by Burlington, Barton, Mary and James Street]. Scale not given. Hamilton, Ont.: [Publisher unknown], [18--?]."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A74689/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A74689
74800	cartographic	"Scale - 50 Feet to the Inch. At head of title in blue ink, ""Curtis Survey."" Includes ""Surveyor's certificate"" signed by ""Ernest G. Barrow, Ontario Land Surveyor [and] dated 24th July 1895"", ""Owners' certificate"" and ""Affidavit of owners."" ""City Survey (Registered.)"" is written on the left side of the sheet. Shows Beach Road [now Beach Boulevard]. The Grand Trunk Railway and government reserve land, framed by Lake Ontario, the Burlington Canal and Burlington Bay."	RMC_7689	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"Plan of lots A.B.C.D.E.F. and of lots G, H, I, J, K, (south side of canal), at Burlington Beach, Saltfleet Township."	1895-07-24	1895	eng	map	[1:600]	"1 map : colour ; 38 x 70 cm, on sheet 50 x 79 cm. Map lined with archival paper on verso."	Burlington Beach	local	Burlington (Ont.)	"[Hamilton, Ont.]"	iso639-2b	code	marcform	North America	Canada	Ontario		Halton	Burlington			text	"Barrow, Ernest G."	personal	[Publisher unknown]					Surveyor	marcrelator	text																																						"Barrow, Ernest G.. Plan of lots A.B.C.D.E.F. and of lots G, H, I, J, K, (south side of canal), at Burlington Beach, Saltfleet Township.. [1:600]. [Hamilton, Ont.]: [Publisher unknown], 1895."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A74800/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A74800
74826	cartographic	"Full title statement lacking. Title portion taken from Winearls' Mapping Upper Canada 1780-1867, entry 1441, p. 318. ""By Thos. A. Blyth P.L.S."" Inset map in bottom right corner showing the location of ""the property to be sold"" within Hamilton. ""This Extensive Sale will take place on the ground on Wednesday 1st October 1856 at 12 o'clock, Noon. Best & Green Auctioneers."" Written in ink in right corner, ""Book 2, Plan 12"". Shows west limits of the City of Hamilton around Paradise Road."	RMC_7694	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	[Part of the Beasley Farm in the City of Hamilton] as laid out [into] lots for the Hon. M. Cameron	1856	1856	eng	map	Scale not given	"1 map ; sheet 84 x 68 cm. Map lined with archival paper on verso, reinforcing many tears across the sheet. Large portions of sheet edges lacking."	Hamilton (Ont.)	local		"Hamilton, Ont."	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton			text	"Blyth, Thomas Allen"	personal	H. Gregory Lith.					Surveyor	marcrelator	text											"Gregory, H. (Lithographer)"	personal																										"Blyth, Thomas Allen. [Part of the Beasley Farm in the City of Hamilton] as laid out [into] lots for the Hon. M. Cameron. Scale not given. Hamilton, Ont.: H. Gregory Lith., 1856."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A74826/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A74826
74934	cartographic	"Signed below title, ""Thos. A. Blyth PLS, Hamilton July 1868"". Streets appearing on map include York Street [now York Boulevard], Locomotive Street [now Ray Street], and Concession Street [now Barton Street]. The street parallel with Locomotive Street is now present day Magill Street. On the left side of Locomotive Street is noted, ""Sir Allen MacNabs of subdivision, Park Lot No 3"". On the right side of Locomotive Street is noted, ""David Murray's Survey of subdivision, Park Lot No 8"". A note below the title reads, ""The part shaded pink the property of Chas. Magill Esqr. M.P. The portion shaded yellow that of Mrs. Ainslie"". North arrow points to the right of the sheet. ""No 27, Drawer 5"" is handwritten in the top left corner of the sheet."	RMC_7686	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	Plan of the subdivision of park lots nos. 4 and 7	1868-July	1868	eng	map	Scale not given	1 map : colour ; 34 x 69 cm. Hand coloured. Map lined with archival paper on verso.	Hamilton (Ont.)	local		"Hamilton, Ont."	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton			text	"Blyth, Thomas Allen"	personal	[Publisher unknown]				"north side of York St. in the late Sir Allen MacNabs Bart survey of park lots in the City of ""Hamilton"""	Surveyor	marcrelator	text																																						"Blyth, Thomas Allen. Plan of the subdivision of park lots nos. 4 and 7. Scale not given. Hamilton, Ont.: [Publisher unknown], 1868."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A74934/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A74934
74937	cartographic	"Visual scale [95mm = 100 feet]. ""By David Murray Hamilton CW"". ""Great Western Railway Compy Grounds"" appears at the top of the sheet. Streets appearing on map include Concession Street [now Barton Street] and Locomotive Street [now Ray Street]. On lower left edge, ""No 3 Drawer 4"". On verso: handwritten note by David Murray dated April 22nd, 1856."	RMC_7693	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	Plan shewing the subdivision of part of lot no 8 of Allan W. MacNab's survey of part of lot no 17	1856-04-22	1856	eng	map	[1:320 approximately]	1 map : colour ; sheet 75 x 55 cm. Map lined with archival paper on verso.	Hamilton (Ont.)	local		"Hamilton, Ont."	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton			text	"Murray, David"	personal	[Publisher unknown]				in the first (otherwise called second Concession) of the Township of Barton into building lots	Surveyor	marcrelator	text																																						"Murray, David. Plan shewing the subdivision of part of lot no 8 of Allan W. MacNab's survey of part of lot no 17. [1:320 approximately]. Hamilton, Ont.: [Publisher unknown], 1856."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A74937/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A74937
75081	cartographic	"Certification statement in lower left corner signed, ""Hamilton November 12th 1873, Thomas C. Brownjohn P.L.S."" ""Scale 3 Chains = One Inch"". ""Side road allowance between lots 32 & 33"" is approximately where Mount Albion Road is today. ""Road allowance between 7th & 8th Cons"" is approximately where Highland Road is today. Albion Street is no longer in existence. ""Received from Walter R Macdonald this 5th day of October A.D. 1875 at 2.50 P.M. [illegible signature]"". ""Book 3, Plan 78"" written twice near upper edge. The ""Van Dusen Estate"" appears on the Saltfleet map in the 1875 Illustrated Historical Atlas of the Country of Wentworth Ont."	RMC_7692	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	Map shewing the several divisions as devised by will of the late Robert Vandusens portion of lot no 32 in the 7th Concession	1873-11-12	1873	eng	map	"[1:2,380]"	1 map : colour ; sheet 60 x 35 cm. Map lined with archival paper on verso.	"Hamilton, (Ont.)"	local		"Hamilton, Ont."	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton	Stoney Creek		text	"Brownjohn, Thomas C."	personal	[Publisher unknown]				"in the Township of Saltfleet in the County of Wentworth, Province of Ontario"																																									"Brownjohn, Thomas C.. Map shewing the several divisions as devised by will of the late Robert Vandusens portion of lot no 32 in the 7th Concession. [1:2,380]. Hamilton, Ont.: [Publisher unknown], 1873."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75081/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75081
75128	cartographic	"Surveyor's signature is illegible due to tears in the sheet's lower right corner. ""Scale 100 ft = 1 inch"". ""Reserve No 1. in R. Beasleys Survey"". Richard Beasley, an influential merchant and politician owned and developed land in the area. North arrow points to the bottom of sheet. Streets appearing on map include ""Lock Street (produced)"" [now spelled Locke Street], Poulette Street, William Street [now Hunter Street], and ""Robert (prodcd)"" [now Bold Street]. According to Hamilton Street Names (2002, p. 72), ""when Locke Street was named (approximately 1840), it was west of Hamilton's town limits. The southern limit of Locke Street was Hunter Street (then named William) because of a deep ravine called Beasley's Hollow"" which is delineated on the map with an irregular line. Many of the homes in this area were built to house railway workers and their families (Hamilton Street Names, p. 72). ""Beasley no 36 Drawer no2"" handwritten at the top of sheet. ""R C Beasley"" written in blue pencil near Lock Street."	RMC_7687	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"Sketch of part of lot 18 in 3rd Con Township of Barton, known as the ""race course"", City of Hamilton"	[No date]	[No date]	eng	map	"[1:1,200]"	1 map ; 22 x 39 cm. Map lined with archival paper on verso.	"Hamilton, (Ont.)"	local		"[Hamilton, Ont.]"	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton			text	[Author unknown]		[Publisher unknown]																																													"[Author unknown]. Sketch of part of lot 18 in 3rd Con Township of Barton, known as the ""race course"", City of Hamilton. [1:1,200]. [Hamilton, Ont.]: [Publisher unknown], [No date]."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75128/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75128
75198	cartographic	"Scale 40 chains to one inch. Concessions one through eight are shown. This township was created in 1798 in Lincoln County, was transferred to Wentworth County in 1854 and later amalgamated with Binbrook Township to form Glanbrook (Rayburn, Place Names of Ontario, p.134)."	RMC_7685	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	Glanford	1846-12	1846	eng	map	"[1:31,700 approximately]"	1 map : colour ; sheet 52 x 41 cm. Map lined with archival paper on verso.	"Glanford, (Ont.)"	local	"Glanbrook, (Ont.)"	"Montreal, Que."	iso639-2b	code	marcform	North America	Canada	Ontario		Wentworth			Glanbrook	text	Canada. Crown Lands Department	corporate	[Publisher unknown]																																													"Canada. Crown Lands Department. Glanford. [1:31,700 approximately]. Montreal, Que.: [Publisher unknown], 1846."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75198/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75198
75441	cartographic	"Remainder of title reads, ""...being subdivision of park lot no 9 (shewn on H. Winter's plan) and park lot no 2  in A. Griffin's survey and being part of lot no 7 in the 3rd conn of the Township of East Flamborough as laid out for Hugh Green Esqr."" Certification statement in lower right corner is signed, David Chas. O'Keeffe, Provincial Land Surveyor, Hamilton July 8th, 1870"". visual scale [1 chain = 25 mm]. Shows 20 numbered lots around ""Main St or Stone Road"", plus ""W. Heissie"" property next to lot 20. ""Book 3, Plan 14"" handwritten near bottom edge."	RMC_7706/7	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"Plan of lots in the village of Waterdown, being subdivision of park lot no 9 (shewn on H. Winters plan) and park lot no 2"	1870-07-08	1870	eng	map	[1:800 approximately]	1 map ; sheet 59 x 40 cm. Map lined with archival paper on verso. Upper right corner of sheet lacking.	Waterdown (Ont.)	local	Flamborough (Ont.)	"Hamilton, Ont."	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton	Flamborough	Waterdown	text	"O'Keeffe, David Charles"	personal	[Publisher unknown]				in A. Griffin's survey and being part of lot no 7 in the 3rd Conn of the township of East Flamborough as laid out for Hugh Green	Surveyor	marcrelator	text								Hamilton (Ont.)																														"O'Keeffe, David Charles. Plan of lots in the village of Waterdown, being subdivision of park lot no 9 (shewn on H. Winters plan) and park lot no 2. [1:800 approximately]. Hamilton, Ont.: [Publisher unknown], 1870."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75441/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75441
75448	cartographic	"By E.G. Barrow. O.L.S. ""Scale 50' to 1"""". Streets appearing on map include: Fifth Avenue [now Ward Avenue], Royal Avenue, Holmes Avenue, Whitney Avenue, Leland Street, Emerson Street, and Toronto Hamilton & Buffalo Railway [now Hamilton-Brantford Rail Trail]. Certification statements with signatures at the bottom of the sheet. One certification statement handwritten in black ink reads, ""I certify this is a correct copy of the original plan prepared by the E.G. Barrow O.L.S."""	RMC_7710	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	Plan of West Hamilton annex being a subdivision of part of the gore of Ancaster	9/26/1908	1908	eng	map	[1:600]	"1 map ; 86 x 45 cm. Blueprint-like background with white details. Some tears near the middle of the sheet, and along the edges. Map lined with archival paper on verso."	Hamilton (Ont.)	local		"Hamilton, Ont."	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton			text	"Barrow, Ernest G."	personal	[Publisher unknown]				as laid out for Messrs. Burke & Co.	Surveyor	marcrelator	text																																						"Barrow, Ernest G.. Plan of West Hamilton annex being a subdivision of part of the gore of Ancaster. [1:600]. Hamilton, Ont.: [Publisher unknown], 1908."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75448/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75448
75449	cartographic	"Streets appearing on map include: Main Street, Burris Street, Argue Street [now Fairleigh Avenue], Burlington Street [now Holton Avenue], and Ida Street [what would be Aikman Avenue]. Shows 64 numbered lots. The left edge of the sheet has a handwritten note, ""No 82 Drawer 6""."	RMC_7717	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	The Property of Thos. Stinson Esq Hamilton C.W.	1830	[between 1830-1864?]	eng	map	Scale not given.	1 map ; sheet 40 x 46 cm. Map lined with archival paper.	Hamilton (Ont.)	local		"Hamilton, Ont."	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton			text	[Author unknown]		[Publisher unknown]																																													"[Author unknown]. The Property of Thos. Stinson Esq Hamilton C.W.. Scale not given.. Hamilton, Ont.: [Publisher unknown], [between 1830-1864?]."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75449/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75449
75460	cartographic	"Streets appearing on map include Main Street, Market Street [now Nelson Street approximately], Pearl Street, and Railway Street [now Locke Street]. As described in Hamilton Street Names edited by Margaret Houghton, Market Street ""has grown shorter with the years. As one of the earliest streets in the police village of Hamilton, Market Street used to extend from MacNab Street North on the east, to Sophia Street (now Strathcona Street) on the west"" (p.79). According to the Dictionary of Hamilton Biography, Volume 1: ""James [Mills] came to Canada in 1793 to pursue the fur trade in the Niagara area.... After several moves, he located permanently in Hamilton in 1816, where he and his brother-in-law, Peter Hess, purchased 500 acres between the bay and the Mountain (stretching from what is now Bay Street to Locke)...."" (p.154). ""No 30 Drawer 6"" written along left edge of sheet. Near lower left corner, ""195"" is noted and circled in pink/purple ink."	RMC_7716	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"Plan of subdivision of lot, 4, 6 & 10 in the survey of the late James Mills, City of Hamilton"	1816	[between 1816 and 1852?]	eng	map	Scale not given.	1 map ; 22 x 30 cm. Map lined with archival paper on verso.	Hamilton (Ont.)	local		"Hamilton, Ont."	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton			text	[Author unknown]		[Publisher unknown]																																													"[Author unknown]. Plan of subdivision of lot, 4, 6 & 10 in the survey of the late James Mills, City of Hamilton. Scale not given.. Hamilton, Ont.: [Publisher unknown], [between 1816 and 1852?]."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75460/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75460
75462	cartographic	"Scale 132 feet = 1 inch. Survey signed, ""Thos A Blyth PLS Hamilton Fer. 25th 1869"". According to the Dictionary of Hamilton Biography, Volume 1, ""After several moves, he [James Mills] located permanently in Hamilton in 1816, where he and his brother-in-law, Peter Hess, purchased 500 acres between bay and the Mountain (stretching from what is now Bay Street to Locke)...."" (p.154). ""No 28 Drawer 6"" is handwritten on the left side of the sheet. Map pencilled on verso showing lots between John Street and Bowen Street, and above the map are mathematical calculations."	RMC_7719	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	Plan of survey of block in the late James Mills's survey made by me	1869-02-25	1869	eng	map	"[1:1,600 approximately]"	1 map : colour ; sheet 27 x 43 cm. Hand coloured. Some tears near the middle of the sheet. Map lined with archival paper on verso.	Hamilton (Ont.)	local		"Hamilton, Ont."	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton			text	"Blyth, Thomas Allen"	personal	[Publisher unknown]					Surveyor	marcrelator	text																																						"Blyth, Thomas Allen. Plan of survey of block in the late James Mills's survey made by me. [1:1,600 approximately]. Hamilton, Ont.: [Publisher unknown], 1869."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75462/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75462
75464	cartographic	"Scale Forty chains to One Inch. ""Crown Lands Department, Montreal January 1847, true copy, C.R., [signed] ""D.B. Papineau C.C.L."" [Commissioner of Crown Lands]. The north arrow points down. The map features lots and concessions west of Dundas Street and Burlington Bay within East and West Flamborough with basic waterways. Some handwritten notes along edges."	RMC_7710_11	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	Flamborough	1847-01	1847	eng	map	[1:31700 approximately]	1 map : colour ; 64 x 81 cm. Hand coloured. Map lined with archival paper on verso. Tears along edges and fold lines.	Hamilton (Ont.)	local	Flamborough (Ont.)	"Montreal, Que."	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton	Flamborough		text	Canada Crown Lands Department	corporate	[Publisher unknown]																																													"Canada Crown Lands Department. Flamborough. [1:31700 approximately]. Montreal, Que.: [Publisher unknown], 1847."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75464/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75464
75477	cartographic	"Map certification statement reads, ""Depart of Crown Lands, Quebec April 14th, 1863, [illegible first name] Russell, Assist Commr.""  ""Scale 40 chains to an inch"".   Map shows concessions 6 through 8, and lots 1 through 13 in their entirety. Also shows marshy areas within some lots.  ""No 30 Drawer 3"" is handwritten along the left edge of the sheet."	RMC_7708	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	Copy of part of Flamborough East (no 10)	1863-04-14	1863	eng	map	"[1:31,700 approximately]"	1 map ; sheet 36 x 45 cm. Map lined with archival paper on verso.	East Flamborough (Ont.)	local	Hamilton (Ont.)	"[Montreal], Quebec"	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton	East Flamborough		text	Canada. Crown Lands Department	corporate	[Publisher unknown]																																													"Canada. Crown Lands Department. Copy of part of Flamborough East (no 10). [1:31,700 approximately]. [Montreal], Quebec: [Publisher unknown], 1863."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75477/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75477
